Date,Open,High,Low,Close,Adj Close,Volume
2018-12-26,86.41999816894531,90.41999816894531,86.30000305175781,90.41000366210938,83.19916534423828,10028300
2018-12-27,89.75,91.61000061035156,88.44000244140625,91.58999633789062,84.2850341796875,9881500
2018-12-28,92.06999969482422,93.47000122070312,91.6500015258789,92.12999725341797,84.78197479248047,9874000
2018-12-31,92.66999816894531,93.38999938964844,92.25,93.1500015258789,85.72061157226562,7005800
2019-01-02,91.63999938964844,93.6500015258789,91.63999938964844,93.33999633789062,85.89545440673828,8152700
2019-01-03,93.20999908447266,94.70999908447266,92.69999694824219,92.86000061035156,85.4537353515625,8277300
2019-01-04,93.20999908447266,93.66000366210938,92.69000244140625,93.44000244140625,85.98749542236328,8029100
2019-01-07,93.62000274658203,95.16999816894531,93.18000030517578,94.54000091552734,86.99974822998047,7789700
2019-01-08,95.05999755859375,95.76000213623047,93.91000366210938,95.19999694824219,87.60711669921875,7200900
2019-01-09,95.70999908447266,96.13999938964844,94.7699966430664,94.88999938964844,87.32182312011719,6272300
2019-01-10,93.87999725341797,94.9800033569336,93.12000274658203,94.95999908447266,87.3862533569336,9396300
2019-01-11,94.98999786376953,95.29000091552734,94.55000305175781,94.83999633789062,87.27584075927734,5394600
2019-01-14,94.4800033569336,95.44999694824219,94.27999877929688,94.94999694824219,87.37703704833984,7085100
2019-01-15,95.47000122070312,96.5999984741211,95.37999725341797,96.25,88.57337951660156,7058200
2019-01-16,95.93000030517578,96.86000061035156,95.83000183105469,96.3499984741211,88.6653823852539,5410000
2019-01-17,96.31999969482422,97.20999908447266,96.16000366210938,96.73999786376953,89.02427673339844,5614500
2019-01-18,96.94999694824219,98.19999694824219,96.8499984741211,97.7300033569336,89.93533325195312,6120600
2019-01-22,97.1500015258789,98.43000030517578,96.77999877929688,97.48999786376953,89.7144546508789,8063200
2019-01-23,98.87000274658203,99.3499984741211,97.52999877929688,98.70999908447266,90.837158203125,8345800
2019-01-24,98.19999694824219,98.45999908447266,96.43000030517578,98.36000061035156,90.51508331298828,7609700
2019-01-25,98.75,98.91000366210938,96.75,96.94000244140625,89.20834350585938,7218200
2019-01-28,96.52999877929688,97.06999969482422,96.08000183105469,97.05999755859375,89.31875610351562,5875800
2019-01-29,96.7699966430664,97.16000366210938,96.51000213623047,96.70999908447266,88.99668884277344,5253400
2019-01-30,96.68000030517578,96.80000305175781,94.26000213623047,94.80000305175781,87.239013671875,11849300
2019-01-31,94.62999725341797,96.87000274658203,94.62999725341797,95.83000183105469,88.1868667602539,14723000
2019-02-01,95.91999816894531,96.0,93.11000061035156,93.86000061035156,86.37398529052734,12591900
2019-02-04,93.86000061035156,94.7699966430664,93.3499984741211,94.7699966430664,87.21139526367188,7268600
2019-02-05,95.25,95.94000244140625,95.0199966430664,95.5999984741211,87.97520446777344,6099900
2019-02-06,95.43000030517578,96.01000213623047,95.22000122070312,95.63999938964844,88.01201629638672,4264900
2019-02-07,95.11000061035156,96.81999969482422,95.0,96.7300033569336,89.01509094238281,7010100
2019-02-08,96.33999633789062,96.69000244140625,95.13999938964844,95.58000183105469,87.95681762695312,6169200
2019-02-11,95.6500015258789,96.3499984741211,95.63999938964844,96.19999694824219,88.52734375,5542800
2019-02-12,96.81999969482422,97.16999816894531,96.5,96.97000122070312,89.23594665527344,5881300
2019-02-13,97.30000305175781,98.0,97.08999633789062,97.94000244140625,90.12858581542969,5458500
2019-02-14,97.68000030517578,99.19999694824219,97.0199966430664,98.5199966430664,90.66232299804688,7200800
2019-02-15,98.9800033569336,100.0,98.86000061035156,99.98999786376953,92.01508331298828,9481000
2019-02-19,102.37999725341797,104.18000030517578,102.06999969482422,102.19999694824219,94.04881286621094,20697300
2019-02-20,101.80999755859375,102.33999633789062,98.6500015258789,99.87999725341797,91.91383361816406,17631800
2019-02-21,99.66000366210938,99.91999816894531,98.91000366210938,99.38999938964844,91.46292877197266,6413200
2019-02-22,99.81999969482422,100.16000366210938,99.13999938964844,99.55000305175781,91.61017608642578,8086900
2019-02-25,100.12000274658203,100.12999725341797,99.05000305175781,99.12000274658203,91.21446228027344,9235000
2019-02-26,99.0199966430664,99.05999755859375,97.87000274658203,98.69000244140625,90.8187484741211,8488100
2019-02-27,98.12000274658203,98.38999938964844,97.58999633789062,98.11000061035156,90.28501892089844,7902300
2019-02-28,98.11000061035156,99.47000122070312,97.7699966430664,98.98999786376953,91.09481048583984,11375900
2019-03-01,99.47000122070312,99.55999755859375,97.12000274658203,97.93000030517578,90.11939239501953,10352500
2019-03-04,98.12000274658203,98.58999633789062,97.37000274658203,97.8499984741211,90.04573822021484,7683800
2019-03-05,98.12999725341797,99.19000244140625,98.08999633789062,98.33999633789062,90.49665832519531,6119300
2019-03-06,98.2699966430664,99.0,97.86000061035156,98.26000213623047,90.42304992675781,4696600
2019-03-07,97.70999908447266,98.19999694824219,97.23999786376953,97.44999694824219,89.67764282226562,6126600
2019-03-08,97.55000305175781,98.41999816894531,97.0,97.58999633789062,89.8064956665039,5659000
2019-03-11,98.04000091552734,98.58000183105469,97.81999969482422,98.4800033569336,90.6255111694336,5345300
2019-03-12,98.52999877929688,98.73999786376953,98.05000305175781,98.37000274658203,90.5242691040039,5070500
2019-03-13,98.69999694824219,99.3499984741211,98.38999938964844,99.02999877929688,91.13162231445312,5482300
2019-03-14,98.41000366210938,98.43000030517578,97.58999633789062,98.22000122070312,90.87259674072266,4925800
2019-03-15,98.27999877929688,98.51000213623047,97.5999984741211,98.41999816894531,91.05762481689453,14600000
2019-03-18,98.30000305175781,99.7699966430664,98.26000213623047,99.66000366210938,92.20489501953125,5770100
2019-03-19,99.98999786376953,100.48999786376953,99.56999969482422,99.8499984741211,92.38064575195312,5414400
2019-03-20,99.19999694824219,99.55000305175781,98.54000091552734,98.63999938964844,91.26116943359375,6323100
2019-03-21,98.25,99.12999725341797,98.0999984741211,99.05999755859375,91.64974975585938,6551000
2019-03-22,98.58000183105469,99.52999877929688,97.94000244140625,98.27999877929688,90.92809295654297,6708100
2019-03-25,97.80000305175781,98.62000274658203,97.62999725341797,98.16999816894531,90.82630920410156,5407400
2019-03-26,98.36000061035156,98.8499984741211,98.02999877929688,98.31999969482422,90.9651107788086,4945900
2019-03-27,98.13999938964844,98.86000061035156,95.0,97.20999908447266,89.93814086914062,8471200
2019-03-28,97.58999633789062,97.87000274658203,96.52999877929688,97.12999725341797,89.86410522460938,8054300
2019-03-29,97.58999633789062,97.66999816894531,97.04000091552734,97.52999877929688,90.23419952392578,7439900
2019-04-01,97.97000122070312,98.36000061035156,97.55999755859375,97.81999969482422,90.50251770019531,8505800
2019-04-02,97.76000213623047,98.30999755859375,96.9000015258789,96.94000244140625,89.68834686279297,6274000
2019-04-03,97.12000274658203,97.4000015258789,96.79000091552734,97.19000244140625,89.91963195800781,5687500
2019-04-04,97.25,98.27999877929688,97.23999786376953,98.11000061035156,90.77082061767578,4026300
2019-04-05,98.25,99.19999694824219,98.16000366210938,98.83000183105469,91.43695068359375,4656000
2019-04-08,98.44999694824219,99.25,98.26000213623047,99.2300033569336,91.80704498291016,5422400
2019-04-09,98.80000305175781,99.2300033569336,98.1500015258789,98.69000244140625,91.30741119384766,4367500
2019-04-10,98.51000213623047,99.72000122070312,98.5,99.5999984741211,92.14934539794922,4091100
2019-04-11,99.69999694824219,100.83000183105469,99.47000122070312,100.80000305175781,93.25956726074219,5606900
2019-04-12,101.0,102.0199966430664,101.0,101.55999755859375,93.9627456665039,5162000
2019-04-15,101.30000305175781,102.91000366210938,101.26000213623047,102.43000030517578,94.76765441894531,5111900
2019-04-16,102.88999938964844,103.38999938964844,102.54000091552734,102.93000030517578,95.23025512695312,4828400
2019-04-17,103.0,103.4000015258789,102.41000366210938,103.16000366210938,95.44303894042969,3729200
2019-04-18,103.11000061035156,103.80000305175781,102.88999938964844,103.18000030517578,95.4615478515625,3727800
2019-04-22,102.77999877929688,103.54000091552734,102.16999816894531,102.37000274658203,94.71214294433594,5079400
2019-04-23,102.52999877929688,103.29000091552734,101.94000244140625,103.06999969482422,95.3597640991211,5050800
2019-04-24,103.13999938964844,103.8499984741211,103.08999633789062,103.52999877929688,95.78535461425781,4697800
2019-04-25,103.23999786376953,104.1500015258789,102.83000183105469,103.5199966430664,95.77611541748047,3961100
2019-04-26,100.44999694824219,102.33999633789062,99.66000366210938,101.52999877929688,93.9349594116211,8107700
2019-04-29,101.87999725341797,102.0,100.77999877929688,101.55999755859375,93.9627456665039,6379700
2019-04-30,101.7699966430664,102.91999816894531,101.44999694824219,102.83999633789062,95.14697265625,6133600
