Date,Open,Adj Close,Volume,High,Low,MA_5,MA_20,MA_250,realVolatility20,realVolatility60,realVolatility250,avgVolume_20,avgVolume_60,avgVolume_250,logDayRet,logMA5_20,logMA20_250,logMA5_250,logDayRange_20,HL_20_realVol_20
2019-11-18,18.93436831949788,17.5487292401167,-2199469.836581596,13.90546415347572,19.364474564902025,,,,,,,,,,-0.07599716100741165,,,,1.6972675300017412,
2019-11-19,25.171132850046178,23.549877669778283,728599.952498355,23.713604144988665,27.496203390287437,,,,,,,,,,-0.06657719012250875,,,,1.330411404353023,
2019-11-20,28.27200727947616,30.277897650374825,3195284.4925010228,29.607365318501024,25.91524650035325,,,,,,,,,,0.06854582279682646,,,,1.3062004987196627,
2019-11-21,30.3138587417464,39.61334496533348,1498989.5381819028,40.52734092239479,31.691865317743066,,,,,,,,,,0.2675610634016637,,,,2.1787749362018625,
2019-11-22,42.56769105779509,22.16447867803643,-720055.2130349013,34.15033617989664,32.65565144768388,26.630865640727944,,,,,,,,,-0.6526045917836464,,,,0.4019153031409914,
2019-11-25,16.187804775947058,14.764016022761524,-1736406.6613892606,13.986469750172915,21.196302945216477,26.073922997256908,,,,,,,,,-0.0920652967142439,,,,1.9754458158064272,
2019-11-26,10.3366286949678,10.371549452893731,-806909.323247808,10.20703503351004,13.967505403042225,23.438257353879997,,,,,,,,,0.0033726570032393682,,,,1.3245440478575021,
2019-11-27,20.20074090825437,17.08294903580358,-802101.0056524295,18.977264317241374,20.86151229839024,20.79926763096575,,,,,,,,,-0.16763844872874398,,,,0.6335287923060094,
2019-11-29,18.347893621487486,24.46298603927136,259104.15345426693,22.751630384252508,21.40217544465017,17.769195845753323,,,,,,,,,0.2876464223817105,,,,0.2997007624792782,
2019-12-02,26.559681060333787,26.134867391897583,-1146760.4346336462,23.766100677965795,25.53696112336345,18.563273588525554,,,,,,,,,-0.016123978079594013,,,,0.5714655558074289,
2019-12-03,28.224543555233254,24.816506445218774,-141517.23070744053,26.33166089404719,28.901851694187485,20.573771673017006,,,,,,,,,-0.12868292401923465,,,,0.9439801374511054,
2019-12-04,28.87416011972951,16.939902468306883,-50460.5094893272,24.419123949532207,19.520205774795077,21.887442276099637,,,,,,,,,-0.5332751499279137,,,,1.58901440007505,
2019-12-05,19.07939346766318,17.868437556838558,298111.2496829978,17.105519953023162,21.039692222001943,22.04453998030663,,,,,,,,,-0.0655729851242053,,,,1.3697005087841223,
2019-12-06,15.302743987232788,22.762113899812192,3486063.4125594483,21.262094814886467,19.971398347811828,21.7043655524148,,,,,,,,,0.39706532490421986,,,,0.25518196963873985,
2019-12-09,19.587636419961683,12.856433393894946,-2337879.3273970163,14.262125339728954,13.975236206127164,19.048678752814272,,,,,,,,,-0.42105423302413425,,,,-1.24865943192371,
2019-12-10,15.229305726241506,18.791981246031952,-1345978.7820761874,15.842638734604463,19.205931096382585,17.843773712976905,,,,,,,,,0.2102086694448789,,,,1.212920363793116,
2019-12-11,22.510478985231487,23.08244169108661,-1120109.7268550568,24.920388195711183,23.638223823797063,19.072281557532854,,,,,,,,,0.02509129508482353,,,,0.24854956550123228,
2019-12-12,25.270247972430752,16.22556709929924,-638349.7529784872,22.86231193278661,22.044301036141206,18.74370746602499,,,,,,,,,-0.4430395200993187,,,,-0.20087962138571352,
2019-12-13,18.090536153796165,13.88765174645124,67459.9260726925,15.741641576816932,16.78807242408206,16.968815035352797,,,,,,,,,-0.26438885535613144,,,,0.045385180706326106,
2019-12-16,17.585672121125214,17.633918414710962,-98261.79584634864,15.478701454145067,19.316692141130545,17.924312039516003,20.541782505395943,,6.719423571397073,,,-180532.343746941,,,0.002739743593298944,-0.1363029770809243,,,1.344948971054549,0.830719759082813
2019-12-17,14.402870640552692,18.681459005874583,164215.47139012162,16.990449085082474,18.465036059284078,17.902207591484526,20.598418993683836,,6.697606372676602,,,-62348.0783483551,,,0.26010399823742203,-0.14029029059533005,,,0.388377933089127,0.8129852090660622
2019-12-18,22.65051668097786,16.850614666659737,749683.2184394421,20.32093324375319,20.9296959267532,16.655842186599152,20.26345584352791,,6.7097400297147205,,,-61293.91505130074,,,-0.295795528324512,-0.1960580220197942,,,-0.49632677030543204,0.8517735271903064
2019-12-19,12.724732181802125,7.865612494729561,1624559.8901913385,12.159547283048113,7.478751865194226,14.983851265685217,19.142841585745646,,6.819837792346708,,,-139830.14516678496,,,-0.48104710612163876,-0.2449557993267584,,,1.5434680565676977,0.8621447565564584
2019-12-20,7.213701176318437,24.37582620400713,1130480.3368570092,21.248184659469928,13.225529919304137,17.081486157196395,18.38096564767933,,5.028482471019428,,,-158255.60523302964,,,1.2176097529799583,-0.07332045738548973,,,2.0822693820883162,0.8537743731328976
2019-12-23,28.581065488098773,19.822977933673258,7293854.2408034,26.43928124568501,29.53512546794522,17.519298060988852,18.26389061046117,,4.962583052789971,,,242439.86745888545,,,-0.36590268616641175,-0.041622900163227505,,,1.1300606386541727,0.8552793579534023
2019-12-24,27.73005673873243,20.95374713987232,-4244433.525181041,21.92560947442911,23.858892214860703,17.9737556877884,18.57337716631671,,4.925700313634333,,,117038.52426929641,,,-0.2801994142731101,-0.03281654362672886,,,0.6592194597995773,0.8052499570471802
2019-12-26,15.556526459940756,15.245544706703669,-2004514.1962242164,15.819567441216437,18.5030186849973,17.652741695797186,18.817076929007207,,4.608942381061104,,,57158.280620476,,,-0.020192948618140655,-0.06387369663763272,,,0.9871037435786388,0.7946054752066147
2019-12-27,20.201465568846288,15.70924970448425,-822285.7213152414,16.06389662214002,16.989543590540734,19.221469137748123,18.74839196244124,,4.646230422168167,,,56149.0448373354,,,-0.2515054626649639,0.024919851853563386,,,-0.07726236065552546,0.8119325706160574
2019-12-30,12.47845616988826,15.35483932878563,-149929.41564637423,14.41939714113252,16.16748972435704,17.417271762703827,18.292984626916954,,4.500721478836834,,,35697.36638230334,,,0.20742703911295302,-0.04905528869865858,,,0.5585252410621536,0.8084054813499504
2019-12-31,16.89021584978866,18.876541826205823,-879260.6290778266,16.17441826048912,17.013058742397135,17.22798454121034,17.930068348632368,,4.110862580603172,,,49072.35666009432,,,0.11118546747868784,-0.039944029694996885,,,-0.1759731722076125,0.8290150097371634
2020-01-02,26.127144729340728,22.29628889653497,1152558.1208866062,23.348259751362463,24.99624367086909,17.496492892542868,17.804057471198174,,3.922995025055807,,,113776.12423979666,,,-0.1585545543969135,-0.01742592443693772,,,0.49955267385874547,0.8254834829436077
2020-01-03,22.56845001522916,28.0717385235468,1506677.374833702,26.9152890995324,19.52012161109687,20.061731655911494,18.36064927396017,,4.535767392806806,,,191633.01845594813,,,0.21821040983094897,0.08860435455967872,,,2.000826744781945,0.8563832338267274
2020-01-06,29.55107388386645,23.31144858618015,-381264.1759024365,28.647356771088283,31.9149918292288,21.582171432250675,18.632799825427252,,4.666100332766723,,,157664.2471766764,,,-0.23717548891332088,0.14694411803372992,,,1.1840664994464194,0.8486454151619873
2020-01-07,23.39581881736436,22.598960134824186,1915885.611945283,23.219007927815,22.954850937299824,23.030995593458385,18.62464213717785,,4.658637794524327,,,79155.35714596814,,,-0.03465342989310141,0.2123553932131942,,,-1.3312116915343033,0.9503275130436093
2020-01-08,21.83940075930252,22.389003079764137,-2310613.0443815645,20.090604737272884,22.110847384038266,23.73348784417005,19.10127062147131,,4.523098046751547,,,80518.67129674074,,,0.024854191634962847,0.217132182492415,,,0.7032176263601047,0.8548018406468458
2020-01-09,23.08334227441065,21.59623611336434,-980150.5340535662,22.77433201512952,22.782539857056264,23.593477287535922,19.24148336483793,,4.556348396468122,,,98810.08369787179,,,-0.06659219824313765,0.20390174747830755,,,-4.802665249176797,1.4702555410318119
2020-01-10,24.185506274930788,19.93321644650157,1005609.597452642,23.574346134944705,22.771413563211325,21.965772872126877,19.084022102608678,,4.470226394244404,,,205096.04991325672,,,-0.19336603109939285,0.14063401751047175,,,-0.21948453900520123,1.4750784391705376
2020-01-13,17.867979415495,13.050621919659363,379023.01636019535,16.447611989261503,13.325574101591684,19.91360753882272,18.925274843626685,,4.630577406403344,,,255964.6883801908,,,-0.3141744621453266,0.05090497197041671,,,1.138485957724222,1.4819516364618268
2020-01-14,20.3804120844905,29.324793370937584,1446111.9619260165,28.510036420272712,23.279918728169093,21.2587741860454,19.697131924851,,5.017127335286672,,,324897.29017285706,,,0.3638591007065271,0.0762966754481888,,,1.6544337810939271,1.5075350607152636
2020-01-15,24.76962953084009,21.20303387030029,-101191.58988485904,25.4939045637274,28.31752931702852,21.021580344152632,19.87558769763047,,5.003334302428264,,,324750.8004709316,,,-0.15547400849570636,0.05605731570810908,,,1.0380214330757356,1.4993629056043956
2020-01-16,23.57858854979065,20.68396361826146,-1380345.4729578248,20.368171037062357,23.48395709812894,20.839125845132052,19.975712928249813,,4.998214185063876,,,247522.75325353415,,,-0.13098033977738166,0.04231508795276741,,,1.136481467457127,1.5077556602895104
2020-01-17,21.28365408365184,17.104360223635467,-326755.0086840689,18.808125301149914,18.104794179946,20.273354600558832,19.988400206098596,,4.990179638286528,,,193700.84189735868,,,-0.21860594934543526,0.014155327005328478,,,-0.3519274863927873,1.5032710531500373
2020-01-21,15.617917185361051,-2.41962010587028,3102110.322123348,12.90981937242634,-2.3108372067051164,17.179306195452902,19.474138576068604,,6.5814894152955,,,267578.3634939591,,,,-0.12538182717591467,,,2.7226534907364113,1.569349336138627
2020-01-22,5.446783788585549,9.530682743310166,278871.5855081924,7.239916649320918,6.763515411861363,13.22048406992742,18.731881403033757,,6.831933199580157,,,224997.92592651825,,,0.5594910526357559,-0.3484595098138711,,,-0.7414948439822094,1.5489352061681725
2020-01-23,-0.3483547836874834,12.541269874451189,-404045.596644477,5.61356469815243,5.543813672162372,11.4881312707576,18.36779600007265,,6.963487214231873,,,-159897.0659458756,,,,-0.4692844747950006,,,-2.662823148853961,1.6796680059745406
2020-01-24,25.13764782218962,19.466853180653032,-215470.6412901632,21.2605692736864,23.328892246166703,11.244709183235916,18.29345130211169,,6.942330755964874,,,41551.0782486683,,,-0.2556534533079676,-0.48664542025566304,,,0.7267381206996707,1.6807155753527774
2020-01-27,18.516546351390986,16.43805683011962,-1712197.6616562384,15.166292698031585,21.77716719215951,11.111448504532746,18.353076908282485,,6.919860129226993,,,56166.9049770672,,,-0.11906554476091587,-0.5018212657707162,,,1.888715943770679,1.7147045830323946
2020-01-28,13.131693423951674,15.15111641291773,-404769.9960697848,12.672903124273034,14.435943178630197,14.625595808290347,18.32517024370416,,6.932197847895671,,,77042.69123934003,,,0.1430455662192172,-0.2255024066561176,,,0.5670396225888263,1.7143948028628901
2020-01-29,19.24430728228586,16.572037324900236,1893418.9900966585,19.31312622812976,20.340991015473094,16.033866724608362,18.386030143509892,,6.910055616288497,,,179210.11152649167,,,-0.14949851490319355,-0.13688798938454277,,,0.027483628560507168,1.713911818473874
2020-01-30,13.105942027059342,17.570244373770493,-2150395.242523825,13.997189628500564,13.787576905053555,17.039661624472224,18.320715270888126,,6.911348744307363,,,115653.38085419177,,,0.29314109346523026,-0.0724887381693323,,,-1.562493624909077,1.7594890860860488
2020-01-31,19.402676256530867,21.531446904050995,973360.218073336,21.76943820537315,20.489220509670982,17.452580369151814,18.282473171263927,,6.890277095669019,,,106693.48571352827,,,0.10410350528542857,-0.04645534083331413,,,0.24703013823776973,1.757986589569625
2020-02-03,17.766794786683874,10.987453433088548,-298651.97776031774,16.812058208257014,12.958282528932244,16.3624596897456,17.428258916741015,,6.668213710295483,,,16427.018083827268,,,-0.4805772289050688,-0.06310329685305137,,,1.3490533636601207,1.728010942455751
2020-02-04,11.788440366531262,21.022376836800905,-373468.7231187902,16.991577519103117,15.76214249363295,17.536711774522235,17.31380532927205,,6.580994078246083,,,16816.79072300958,,,0.5784680127050117,0.012792320087707643,,,0.20655473497445553,1.7105296842947133
2020-02-05,21.40048491108988,9.439246714960888,1744576.241345481,16.963543477151774,15.760885248189624,16.110153652534365,16.655819658278887,,6.681857161027893,,,8251.322193019489,,,-0.8185374013383349,-0.03330994952614258,,,0.1845342976779587,1.6776640542300156
2020-02-06,11.94416285288554,16.07499535697258,-1847204.525401084,12.795492700339992,16.84176461590073,15.811103849174781,16.340119272139308,,6.5444702143172835,,,31421.748142043514,,,0.29702228644199913,-0.032910920335497425,,,1.3977959425082738,1.6965299939813907
2020-02-07,14.882076700295585,20.49839580924549,-134648.7224276308,19.152819676383103,17.613243531641672,15.604493630213682,16.285227256933364,,6.502533733615759,,,73696.83872334028,,,0.3201890470160664,-0.04269946762103501,,,0.43150714785523886,1.2220004318670201
