Date,Open,High,Low,Close,Adj Close,Volume
2019-07-25,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,100
2019-07-26,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-07-29,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-07-30,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-07-31,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-08-01,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-08-02,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-08-05,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-08-06,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0
2019-08-07,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,150000
2019-08-08,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,150000
2019-08-09,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,150000
2019-08-12,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,9.760000228881836,150000
2019-08-13,9.770000457763672,9.779999732971191,9.770000457763672,9.779999732971191,9.779999732971191,320000
2019-08-14,9.770000457763672,9.779999732971191,9.770000457763672,9.779999732971191,9.779999732971191,320000
2019-08-15,9.770000457763672,9.779999732971191,9.770000457763672,9.779999732971191,9.779999732971191,320000
2019-08-16,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0
2019-08-19,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0
2019-08-20,9.84000015258789,9.850000381469727,9.84000015258789,9.850000381469727,9.850000381469727,1000
2019-08-21,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-08-22,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-08-23,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-08-26,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-08-27,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,99100
2019-08-28,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,97400
2019-08-29,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-08-30,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-03,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-04,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-05,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-06,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-09,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-10,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-11,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-12,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-13,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-16,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-17,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-18,9.850000381469727,9.920000076293945,9.850000381469727,9.899999618530273,9.899999618530273,88800
2019-09-19,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0
2019-09-20,9.84000015258789,9.850000381469727,9.84000015258789,9.850000381469727,9.850000381469727,290000
2019-09-23,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-24,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,26500
2019-09-25,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-26,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,25000
2019-09-27,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-09-30,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0
2019-10-01,9.906000137329102,9.920000076293945,9.906000137329102,9.920000076293945,9.920000076293945,2500
2019-10-02,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,0
2019-10-03,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,100000
2019-10-04,9.920000076293945,9.920000076293945,9.895999908447266,9.920000076293945,9.920000076293945,900
2019-10-07,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,0
2019-10-08,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,0
2019-10-09,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,35800
